"","site","Survey","date","year","plot","sp","sp2","wdt_1"
"4989","Heathy Spur 2","1990s","30/3/1995",1990,4,"Olearia frostii","Olearia",2
"4990","Heathy Spur 2","1990s","30/3/1995",1990,4,"Olearia frostii","Olearia",5
"4991","Heathy Spur 2","1990s","30/3/1995",1990,4,"Olearia frostii","Olearia",5
"4992","Heathy Spur 2","1990s","30/3/1995",1990,4,"Olearia frostii","Olearia",6
"4993","Heathy Spur 2","1990s","30/3/1995",1990,4,"Olearia frostii","Olearia",7
"4994","Heathy Spur 2","1990s","30/3/1995",1990,4,"Olearia frostii","Olearia",8
"4995","Heathy Spur 2","1990s","30/3/1995",1990,4,"Olearia frostii","Olearia",15
"4996","Heathy Spur 2","1990s","30/3/1995",1990,4,"Olearia frostii","Olearia",23
"4997","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",7
"4998","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",10
"4999","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",13
"5000","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",20
"5001","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",20
"5002","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",22
"5003","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",22
"5004","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",28
"5005","Heathy Spur 2","1990s","30/3/1995",1990,5,"Olearia frostii","Olearia",32
"5006","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",1
"5007","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",2
"5008","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",2
"5009","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",2
"5010","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",4
"5011","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",4
"5012","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",4
"5013","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",5
"5014","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",5
"5015","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",6
"5016","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",10
"5017","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",10
"5018","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",12
"5019","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",12
"5020","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",18
"5021","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",21
"5022","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",25
"5023","Heathy Spur 2","1990s","30/3/1995",1990,6,"Olearia frostii","Olearia",36
"5024","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",1
"5025","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",1
"5026","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",1
"5027","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",2
"5028","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",3
"5029","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",3
"5030","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",3
"5031","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",4
"5032","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",4
"5033","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",5
"5034","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",5
"5035","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",11
"5036","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",12
"5037","Heathy Spur 2","1990s","30/3/1995",1990,7,"Olearia frostii","Olearia",25
"5038","Heathy Spur 2","1990s","30/3/1995",1990,8,"Olearia frostii","Olearia",3
"5039","Heathy Spur 2","1990s","30/3/1995",1990,8,"Olearia frostii","Olearia",12
"5040","Heathy Spur 2","1990s","30/3/1995",1990,8,"Olearia frostii","Olearia",28
"5041","Heathy Spur 2","1990s","30/3/1995",1990,8,"Olearia frostii","Olearia",30
"5042","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",1
"5043","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",1
"5044","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",1
"5045","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",2
"5046","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",3
"5047","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",13
"5048","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",15
"5049","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",16
"5050","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",21
"5051","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",32
"5052","Heathy Spur 2","1990s","30/3/1995",1990,9,"Olearia frostii","Olearia",74
"5053","Heathy Spur 2","1990s","30/3/1995",1990,10,"Olearia frostii","Olearia",2
"5054","Heathy Spur 2","1990s","30/3/1995",1990,10,"Olearia frostii","Olearia",3
"5055","Heathy Spur 2","1990s","30/3/1995",1990,10,"Olearia frostii","Olearia",5
"5056","Heathy Spur 2","1990s","30/3/1995",1990,11,"Olearia frostii","Olearia",8
"5057","Heathy Spur 2","1990s","30/3/1995",1990,12,"Olearia frostii","Olearia",3
"5058","Heathy Spur 2","1990s","30/3/1995",1990,12,"Olearia frostii","Olearia",3
"5059","Heathy Spur 2","1990s","30/3/1995",1990,12,"Olearia frostii","Olearia",10
"5060","Heathy Spur 2","1990s","30/3/1995",1990,12,"Olearia frostii","Olearia",30
"5061","Heathy Spur 2","1990s","30/3/1995",1990,12,"Olearia frostii","Olearia",30
"5062","Heathy Spur 2","1990s","30/3/1995",1990,12,"Olearia frostii","Olearia",37
"5063","Heathy Spur 2","1990s","30/3/1995",1990,12,"Olearia frostii","Olearia",47
"5064","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",2
"5065","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",3
"5066","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",3
"5067","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",4
"5068","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",4
"5069","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",5
"5070","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",7
"5071","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",10
"5072","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",13
"5073","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",15
"5074","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",24
"5075","Heathy Spur 2","1990s","30/3/1995",1990,13,"Olearia frostii","Olearia",24
"5076","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",1
"5077","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",1
"5078","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",2
"5079","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",3
"5080","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",4
"5081","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",4
"5082","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",4
"5083","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",5
"5084","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",5
"5085","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",5
"5086","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",10
"5087","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",10
"5088","Heathy Spur 2","1990s","30/3/1995",1990,14,"Olearia frostii","Olearia",10
"5089","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",3
"5090","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",3
"5091","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",5
"5092","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",6
"5093","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",7
"5094","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",8
"5095","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",10
"5096","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",10
"5097","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",13
"5098","Heathy Spur 2","1990s","30/3/1995",1990,15,"Olearia frostii","Olearia",27
"5099","Heathy Spur 2","1990s","30/3/1995",1990,16,"Olearia frostii","Olearia",4
"5100","Heathy Spur 2","1990s","30/3/1995",1990,16,"Olearia frostii","Olearia",5
"5101","Heathy Spur 2","1990s","30/3/1995",1990,16,"Olearia frostii","Olearia",10
"5102","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",2
"5103","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",2
"5104","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",3
"5105","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",3
"5106","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",3
"5107","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",4
"5108","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",5
"5109","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",5
"5110","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",5
"5111","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",8
"5112","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",10
"5113","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",10
"5114","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",10
"5115","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",11
"5116","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",15
"5117","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",25
"5118","Heathy Spur 2","1990s","30/3/1995",1990,17,"Olearia frostii","Olearia",38
"5119","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",1
"5120","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",1
"5121","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",2
"5122","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",2
"5123","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",4
"5124","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",4
"5125","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",5
"5126","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",6
"5127","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",6
"5128","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",7
"5129","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",9
"5130","Heathy Spur 2","1990s","30/3/1995",1990,18,"Olearia frostii","Olearia",12
"5131","Heathy Spur 2","1990s","30/3/1995",1990,19,"Olearia frostii","Olearia",3
"5132","Heathy Spur 2","1990s","30/3/1995",1990,19,"Olearia frostii","Olearia",5
"5133","Heathy Spur 2","1990s","30/3/1995",1990,19,"Olearia frostii","Olearia",6
"5134","Heathy Spur 2","1990s","30/3/1995",1990,19,"Olearia frostii","Olearia",12
"5135","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",1
"5136","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",1
"5137","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",2
"5138","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",4
"5139","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",5
"5140","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",7
"5141","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",7
"5142","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",8
"5143","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",8
"5144","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",8
"5145","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",9
"5146","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",10
"5147","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",10
"5148","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",11
"5149","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",11
"5150","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",14
"5151","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",16
"5152","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",16
"5153","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",22
"5154","Heathy Spur 2","1990s","30/3/1995",1990,20,"Olearia frostii","Olearia",27
"5155","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",3
"5156","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",3
"5157","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",4
"5158","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",5
"5159","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",5
"5160","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",6
"5161","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",6
"5162","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",6
"5163","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",8
"5164","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",8
"5165","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",10
"5166","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",12
"5167","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",16
"5168","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",17
"5169","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",18
"5170","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",18
"5171","Heathy Spur 2","1990s","30/3/1995",1990,21,"Olearia frostii","Olearia",35
"5172","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",1
"5173","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",2
"5174","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",2
"5175","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",2
"5176","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",2
"5177","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",2
"5178","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",2
"5179","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",6
"5180","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",7
"5181","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",8
"5182","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",10
"5183","Heathy Spur 2","1990s","30/3/1995",1990,22,"Olearia frostii","Olearia",40
"5184","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",1
"5185","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",2
"5186","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",2
"5187","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",3
"5188","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",3
"5189","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",4
"5190","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",4
"5191","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",5
"5192","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",5
"5193","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",7
"5194","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",7
"5195","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",8
"5196","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",10
"5197","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",12
"5198","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",12
"5199","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",14
"5200","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",18
"5201","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",20
"5202","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",20
"5203","Heathy Spur 2","1990s","30/3/1995",1990,23,"Olearia frostii","Olearia",35
"5204","Heathy Spur 2","1990s","30/3/1995",1990,24,"Olearia frostii","Olearia",3
"5205","Heathy Spur 2","1990s","30/3/1995",1990,24,"Olearia frostii","Olearia",4
"5206","Heathy Spur 2","1990s","30/3/1995",1990,24,"Olearia frostii","Olearia",5
"5207","Heathy Spur 2","1990s","30/3/1995",1990,24,"Olearia frostii","Olearia",5
"5208","Heathy Spur 2","1990s","30/3/1995",1990,24,"Olearia frostii","Olearia",6
"5209","Heathy Spur 2","1990s","30/3/1995",1990,24,"Olearia frostii","Olearia",6
"5210","Heathy Spur 2","1990s","30/3/1995",1990,24,"Olearia frostii","Olearia",6
"5211","Heathy Spur 2","1990s","30/3/1995",1990,24,"Olearia frostii","Olearia",8
"5212","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",1
"5213","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",1
"5214","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",2
"5215","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",2
"5216","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",2
"5217","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",3
"5218","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",4
"5219","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",4
"5220","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",4
"5221","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",6
"5222","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",6
"5223","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",7
"5224","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",7
"5225","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",7
"5226","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",8
"5227","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",10
"5228","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",10
"5229","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",13
"5230","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",13
"5231","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",20
"5232","Heathy Spur 2","1990s","30/3/1995",1990,25,"Olearia frostii","Olearia",25
"5233","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",2
"5234","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",3
"5235","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",3
"5236","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",4
"5237","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",4
"5238","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",4
"5239","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",5
"5240","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",5
"5241","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",7
"5242","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",8
"5243","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",10
"5244","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",10
"5245","Heathy Spur 2","1990s","30/3/1995",1990,26,"Olearia frostii","Olearia",12
"5246","Heathy Spur 2","1990s","30/3/1995",1990,27,"Olearia frostii","Olearia",2
"5247","Heathy Spur 2","1990s","30/3/1995",1990,27,"Olearia frostii","Olearia",3
"5248","Heathy Spur 2","1990s","30/3/1995",1990,27,"Olearia frostii","Olearia",18
"5249","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",1
"5250","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",2
"5251","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",2
"5252","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",2
"5253","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",2
"5254","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",3
"5255","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",3
"5256","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",10
"5257","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",10
"5258","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",12
"5259","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",15
"5260","Heathy Spur 2","1990s","30/3/1995",1990,28,"Olearia frostii","Olearia",20
"5261","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",1
"5262","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",2
"5263","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",2
"5264","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",2
"5265","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",2
"5266","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",2
"5267","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",3
"5268","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",3
"5269","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",3
"5270","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",3
"5271","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",6
"5272","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",8
"5273","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",9
"5274","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",10
"5275","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",10
"5276","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",14
"5277","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",14
"5278","Heathy Spur 2","1990s","30/3/1995",1990,29,"Olearia frostii","Olearia",29
"5279","Heathy Spur 2","1990s","30/3/1995",1990,30,"Olearia frostii","Olearia",1
"5280","Heathy Spur 2","1990s","30/3/1995",1990,30,"Olearia frostii","Olearia",1
"5281","Heathy Spur 2","1990s","30/3/1995",1990,30,"Olearia frostii","Olearia",10
"5282","Heathy Spur 2","1990s","30/3/1995",1990,30,"Olearia frostii","Olearia",12
"5283","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",2
"5284","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",2
"5285","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",4
"5286","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",4
"5287","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",5
"5288","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",6
"5289","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",8
"5290","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",8
"5291","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",8
