"","site","Survey","date","year","plot","sp","sp2","wdt_1"
"8588","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",20
"8589","Heathy Spur 2","1990s","30/3/1995",1990,6,"Pimelea axiflora","Pimelea",28
"8590","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",1
"8591","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",1
"8592","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",2
"8593","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",3
"8594","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",4
"8595","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",4
"8596","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",5
"8597","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",5
"8598","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",10
"8599","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",12
"8600","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",12
"8601","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",15
"8602","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",20
"8603","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",20
"8604","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",26
"8605","Heathy Spur 2","1990s","30/3/1995",1990,7,"Pimelea axiflora","Pimelea",30
"8606","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",1
"8607","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",1
"8608","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",1
"8609","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",1
"8610","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",1
"8611","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",3
"8612","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",3
"8613","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",5
"8614","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",7
"8615","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",8
"8616","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",10
"8617","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",10
"8618","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",12
"8619","Heathy Spur 2","1990s","30/3/1995",1990,8,"Pimelea axiflora","Pimelea",12
"8620","Heathy Spur 2","1990s","30/3/1995",1990,9,"Pimelea axiflora","Pimelea",23
"8621","Heathy Spur 2","1990s","30/3/1995",1990,9,"Pimelea axiflora","Pimelea",29
"8622","Heathy Spur 2","1990s","30/3/1995",1990,9,"Pimelea axiflora","Pimelea",50
"8623","Heathy Spur 2","1990s","30/3/1995",1990,10,"Pimelea axiflora","Pimelea",7
"8624","Heathy Spur 2","1990s","30/3/1995",1990,10,"Pimelea axiflora","Pimelea",14
"8625","Heathy Spur 2","1990s","30/3/1995",1990,10,"Pimelea axiflora","Pimelea",25
"8626","Heathy Spur 2","1990s","30/3/1995",1990,11,"Pimelea axiflora","Pimelea",14
"8627","Heathy Spur 2","1990s","30/3/1995",1990,11,"Pimelea axiflora","Pimelea",16
"8628","Heathy Spur 2","1990s","30/3/1995",1990,12,"Pimelea axiflora","Pimelea",3
"8629","Heathy Spur 2","1990s","30/3/1995",1990,12,"Pimelea axiflora","Pimelea",10
"8630","Heathy Spur 2","1990s","30/3/1995",1990,12,"Pimelea axiflora","Pimelea",21
"8631","Heathy Spur 2","1990s","30/3/1995",1990,13,"Pimelea axiflora","Pimelea",10
"8632","Heathy Spur 2","1990s","30/3/1995",1990,13,"Pimelea axiflora","Pimelea",12
"8633","Heathy Spur 2","1990s","30/3/1995",1990,13,"Pimelea axiflora","Pimelea",14
"8634","Heathy Spur 2","1990s","30/3/1995",1990,14,"Pimelea axiflora","Pimelea",4
"8635","Heathy Spur 2","1990s","30/3/1995",1990,14,"Pimelea axiflora","Pimelea",5
"8636","Heathy Spur 2","1990s","30/3/1995",1990,14,"Pimelea axiflora","Pimelea",5
"8637","Heathy Spur 2","1990s","30/3/1995",1990,14,"Pimelea axiflora","Pimelea",5
"8638","Heathy Spur 2","1990s","30/3/1995",1990,14,"Pimelea axiflora","Pimelea",10
"8639","Heathy Spur 2","1990s","30/3/1995",1990,14,"Pimelea axiflora","Pimelea",16
"8640","Heathy Spur 2","1990s","30/3/1995",1990,15,"Pimelea axiflora","Pimelea",4
"8641","Heathy Spur 2","1990s","30/3/1995",1990,15,"Pimelea axiflora","Pimelea",4
"8642","Heathy Spur 2","1990s","30/3/1995",1990,15,"Pimelea axiflora","Pimelea",7
"8643","Heathy Spur 2","1990s","30/3/1995",1990,15,"Pimelea axiflora","Pimelea",10
"8644","Heathy Spur 2","1990s","30/3/1995",1990,15,"Pimelea axiflora","Pimelea",20
"8645","Heathy Spur 2","1990s","30/3/1995",1990,15,"Pimelea axiflora","Pimelea",33
"8646","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8647","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8648","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8649","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8650","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8651","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8652","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8653","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8654","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8655","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8656","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8657","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8658","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8659","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",1
"8660","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",2
"8661","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",2
"8662","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",2
"8663","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",2
"8664","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",3
"8665","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",4
"8666","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",5
"8667","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",5
"8668","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",6
"8669","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",6
"8670","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",8
"8671","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",8
"8672","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",8
"8673","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",8
"8674","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",8
"8675","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",10
"8676","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",10
"8677","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",13
"8678","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",13
"8679","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",13
"8680","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",13
"8681","Heathy Spur 2","1990s","30/3/1995",1990,16,"Pimelea axiflora","Pimelea",20
"8682","Heathy Spur 2","1990s","30/3/1995",1990,17,"Pimelea axiflora","Pimelea",2
"8683","Heathy Spur 2","1990s","30/3/1995",1990,17,"Pimelea axiflora","Pimelea",8
"8684","Heathy Spur 2","1990s","30/3/1995",1990,18,"Pimelea axiflora","Pimelea",2
"8685","Heathy Spur 2","1990s","30/3/1995",1990,18,"Pimelea axiflora","Pimelea",7
"8686","Heathy Spur 2","1990s","30/3/1995",1990,19,"Pimelea axiflora","Pimelea",1
"8687","Heathy Spur 2","1990s","30/3/1995",1990,19,"Pimelea axiflora","Pimelea",10
"8688","Heathy Spur 2","1990s","30/3/1995",1990,19,"Pimelea axiflora","Pimelea",30
"8689","Heathy Spur 2","1990s","30/3/1995",1990,20,"Pimelea axiflora","Pimelea",8
"8690","Heathy Spur 2","1990s","30/3/1995",1990,20,"Pimelea axiflora","Pimelea",16
"8691","Heathy Spur 2","1990s","30/3/1995",1990,20,"Pimelea axiflora","Pimelea",19
"8692","Heathy Spur 2","1990s","30/3/1995",1990,20,"Pimelea axiflora","Pimelea",20
"8693","Heathy Spur 2","1990s","30/3/1995",1990,20,"Pimelea axiflora","Pimelea",22
"8694","Heathy Spur 2","1990s","30/3/1995",1990,21,"Pimelea axiflora","Pimelea",3
"8695","Heathy Spur 2","1990s","30/3/1995",1990,21,"Pimelea axiflora","Pimelea",20
"8696","Heathy Spur 2","1990s","30/3/1995",1990,21,"Pimelea axiflora","Pimelea",27
"8697","Heathy Spur 2","1990s","30/3/1995",1990,22,"Pimelea axiflora","Pimelea",10
"8698","Heathy Spur 2","1990s","30/3/1995",1990,22,"Pimelea axiflora","Pimelea",12
"8699","Heathy Spur 2","1990s","30/3/1995",1990,23,"Pimelea axiflora","Pimelea",7
"8700","Heathy Spur 2","1990s","30/3/1995",1990,23,"Pimelea axiflora","Pimelea",13
"8701","Heathy Spur 2","1990s","30/3/1995",1990,23,"Pimelea axiflora","Pimelea",14
"8702","Heathy Spur 2","1990s","30/3/1995",1990,23,"Pimelea axiflora","Pimelea",26
"8703","Heathy Spur 2","1990s","30/3/1995",1990,23,"Pimelea axiflora","Pimelea",29
"8704","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",1
"8705","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",1
"8706","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",1
"8707","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",1
"8708","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",1
"8709","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",1
"8710","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",1
"8711","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",3
"8712","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",5
"8713","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",7
"8714","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",9
"8715","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",10
"8716","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",12
"8717","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",15
"8718","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",16
"8719","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",17
"8720","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",23
"8721","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",26
"8722","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",27
"8723","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",37
"8724","Heathy Spur 2","1990s","30/3/1995",1990,24,"Pimelea axiflora","Pimelea",53
"8725","Heathy Spur 2","1990s","30/3/1995",1990,25,"Pimelea axiflora","Pimelea",10
"8726","Heathy Spur 2","1990s","30/3/1995",1990,26,"Pimelea axiflora","Pimelea",1
"8727","Heathy Spur 2","1990s","30/3/1995",1990,28,"Pimelea axiflora","Pimelea",11
"8728","Heathy Spur 2","1990s","30/3/1995",1990,28,"Pimelea axiflora","Pimelea",17
"8729","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",1
"8730","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",2
"8731","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",2
"8732","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",2
"8733","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",3
"8734","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",4
"8735","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",4
"8736","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",5
"8737","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",5
"8738","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",5
"8739","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",6
"8740","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",7
"8741","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",7
"8742","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",8
"8743","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",8
"8744","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",10
"8745","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",10
"8746","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",11
"8747","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",12
"8748","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",12
"8749","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",13
"8750","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",15
"8751","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",16
"8752","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",22
"8753","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",24
"8754","Heathy Spur 2","1990s","30/3/1995",1990,29,"Pimelea axiflora","Pimelea",32
"8755","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8756","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8757","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8758","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8759","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8760","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8761","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8762","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8763","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8764","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8765","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8766","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8767","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8768","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8769","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",1
"8770","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",2
"8771","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",2
"8772","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",2
"8773","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",2
"8774","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",2
"8775","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",3
"8776","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",10
"8777","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",10
"8778","Heathy Spur 2","1990s","30/3/1995",1990,30,"Pimelea axiflora","Pimelea",15
"8779","Heathy Spur 2","1990s","30/3/1995",1990,31,"Pimelea axiflora","Pimelea",1
"8780","Heathy Spur 2","1990s","30/3/1995",1990,31,"Pimelea axiflora","Pimelea",1
"8781","Heathy Spur 2","1990s","30/3/1995",1990,31,"Pimelea axiflora","Pimelea",4
"8782","Heathy Spur 2","1990s","30/3/1995",1990,31,"Pimelea axiflora","Pimelea",10
"8783","Heathy Spur 2","1990s","30/3/1995",1990,31,"Pimelea axiflora","Pimelea",30
"8784","Heathy Spur 2","1990s","30/3/1995",1990,34,"Pimelea axiflora","Pimelea",1
"8785","Heathy Spur 2","1990s","30/3/1995",1990,34,"Pimelea axiflora","Pimelea",2
"8786","Heathy Spur 2","1990s","30/3/1995",1990,34,"Pimelea axiflora","Pimelea",15
"8787","Heathy Spur 2","1990s","30/3/1995",1990,36,"Pimelea axiflora","Pimelea",5
"8788","Heathy Spur 2","1990s","30/3/1995",1990,36,"Pimelea axiflora","Pimelea",6
"8789","Heathy Spur 2","1990s","30/3/1995",1990,36,"Pimelea axiflora","Pimelea",10
"8790","Heathy Spur 2","1990s","30/3/1995",1990,37,"Pimelea axiflora","Pimelea",3
"8791","Heathy Spur 2","1990s","30/3/1995",1990,37,"Pimelea axiflora","Pimelea",5
"8792","Heathy Spur 2","1990s","30/3/1995",1990,37,"Pimelea axiflora","Pimelea",7
"8793","Heathy Spur 2","1990s","30/3/1995",1990,37,"Pimelea axiflora","Pimelea",18
"8794","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",2
"8795","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",2
"8796","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",3
"8797","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",10
"8798","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",12
"8799","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",12
"8800","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",15
"8801","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",22
"8802","Heathy Spur 2","1990s","30/3/1995",1990,38,"Pimelea axiflora","Pimelea",33
"8803","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",1
"8804","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",1
"8805","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",1
"8806","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",1
"8807","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",1
"8808","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",1
"8809","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",2
"8810","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",2
"8811","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",3
"8812","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",3
"8813","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",3
"8814","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",3
"8815","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",4
"8816","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",4
"8817","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",5
"8818","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",5
"8819","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",7
"8820","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",8
"8821","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",20
"8822","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",20
"8823","Heathy Spur 2","1990s","30/3/1995",1990,39,"Pimelea axiflora","Pimelea",20
"8824","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",1
"8825","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",3
"8826","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",3
"8827","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",4
"8828","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",6
"8829","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",7
"8830","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",9
"8831","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",10
"8832","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",12
"8833","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",13
"8834","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",13
"8835","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",16
"8836","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",20
"8837","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",20
"8838","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",20
"8839","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",20
"8840","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",25
"8841","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",34
"8842","Heathy Spur 2","1990s","30/3/1995",1990,40,"Pimelea axiflora","Pimelea",43
"8843","Cope Hut","1990s","9/1/1997",1990,18,"Pimelea axiflora","Pimelea",4
"8844","Cope Hut","1990s","9/1/1997",1990,18,"Pimelea axiflora","Pimelea",6
"8845","Cope Hut","1990s","9/1/1997",1990,19,"Pimelea axiflora","Pimelea",68
"8846","Cope Hut","1990s","9/1/1997",1990,19,"Pimelea axiflora","Pimelea",86
"8847","Cope Hut","1990s","9/1/1997",1990,21,"Pimelea axiflora","Pimelea",40
"8848","Cope Hut","1990s","9/1/1997",1990,21,"Pimelea axiflora","Pimelea",48
"8849","Cope Hut","1990s","9/1/1997",1990,21,"Pimelea axiflora","Pimelea",51
"8850","Cope Hut","1990s","9/1/1997",1990,22,"Pimelea axiflora","Pimelea",16
"8851","Cope Hut","1990s","9/1/1997",1990,23,"Pimelea axiflora","Pimelea",28
"8852","Cope Hut","1990s","9/1/1997",1990,24,"Pimelea axiflora","Pimelea",33
"8853","Cope Hut","1990s","9/1/1997",1990,24,"Pimelea axiflora","Pimelea",72
