"","site","Survey","date","year","plot","sp","sp2","wdt_1","wdt_2","ht","area","area_m","notes","X","X.1","X.2"
"6083","Mt Cope 2","2020s","27/1/2019",2019,10,"Olearia frostii","Olearia",27,16,23,572,538375,0,57253838,"",NA
"6084","Mt Cope 2","2020s","27/1/2019",2019,10,"Olearia frostii","Olearia",30,25,24,706,8375,0,7068375,"",NA
"6085","Mt Cope 2","2020s","27/1/2019",2019,10,"Olearia frostii","Olearia",38,42,33,1134,815,0,11340815,"",NA
"6086","Mt Cope 2","2020s","27/1/2019",2019,11,"Olearia frostii","Olearia",2,2,8,3,1415,0,31415,"",NA
"6087","Mt Cope 2","2020s","27/1/2019",2019,11,"Olearia frostii","Olearia",4,3,12,12,566,0,12566,"",NA
"6088","Mt Cope 2","2020s","27/1/2019",2019,11,"Olearia frostii","Olearia",10,13,34,78,5375,0,785375,"",NA
"6089","Mt Cope 2","2020s","27/1/2019",2019,11,"Olearia frostii","Olearia",14,10,26,153,9335,0,1539335,"",NA
"6090","Mt Cope 2","2020s","27/1/2019",2019,12,"Olearia frostii","Olearia",42,39,30,1385,4015,0,13854015,"",NA
"6091","Mt Cope 2","2020s","27/1/2019",2019,12,"Olearia frostii","Olearia",51,28,33,2042,760375,0,204276038,"",NA
"6092","Mt Cope 2","2020s","27/1/2019",2019,13,"Olearia frostii","Olearia",13,3,19,132,728375,0,13272838,"",NA
"6093","Mt Cope 2","2020s","27/1/2019",2019,13,"Olearia frostii","Olearia",25,12,23,490,859375,0,49085938,"",NA
"6094","Mt Cope 2","2020s","27/1/2019",2019,13,"Olearia frostii","Olearia",27,23,25,572,538375,0,57253838,"",NA
"6095","Mt Cope 2","2020s","27/1/2019",2019,14,"Olearia frostii","Olearia",7,3,13,38,483375,0,3848338,"",NA
"6096","Mt Cope 2","2020s","27/1/2019",2019,14,"Olearia frostii","Olearia",12,8,9,113,94,0,113094,"",NA
"6097","Mt Cope 2","2020s","27/1/2019",2019,14,"Olearia frostii","Olearia",21,8,22,346,350375,0,34635038,"",NA
"6098","Mt Cope 2","2020s","27/1/2019",2019,15,"Olearia frostii","Olearia",21,22,19,346,350375,0,34635038,"",NA
"6099","Mt Cope 2","2020s","27/1/2019",2019,16,"Olearia frostii","Olearia",2,2,3,3,1415,0,31415,"",NA
"6100","Mt Cope 2","2020s","27/1/2019",2019,16,"Olearia frostii","Olearia",21,15,25,346,350375,0,34635038,"",NA
"6101","Mt Cope 2","2020s","27/1/2019",2019,16,"Olearia frostii","Olearia",26,5,23,530,9135,0,5309135,"",NA
"6102","Mt Cope 2","2020s","27/1/2019",2019,16,"Olearia frostii","Olearia",28,22,21,615,734,0,615734,"",NA
"6103","Mt Cope 2","2020s","27/1/2019",2019,18,"Olearia frostii","Olearia",14,18,27,153,9335,0,1539335,"",NA
"6104","Mt Cope 2","2020s","27/1/2019",2019,18,"Olearia frostii","Olearia",20,7,10,314,15,0,31415,"",NA
"6105","Mt Cope 2","2020s","27/1/2019",2019,18,"Olearia frostii","Olearia",44,12,52,1520,486,0,1520486,"",NA
"6106","Mt Cope 2","2020s","27/1/2019",2019,19,"Olearia frostii","Olearia",3,2,19,7,68375,0,706838,"",NA
"6107","Mt Cope 2","2020s","27/1/2019",2019,19,"Olearia frostii","Olearia",13,12,20,132,728375,0,13272838,"",NA
"6108","Mt Cope 2","2020s","27/1/2019",2019,19,"Olearia frostii","Olearia",20,15,15,314,15,0,31415,"",NA
"6109","Mt Cope 2","2020s","27/1/2019",2019,19,"Olearia frostii","Olearia",30,20,20,706,8375,0,7068375,"",NA
"6110","Mt Cope 2","2020s","27/1/2019",2019,19,"Olearia frostii","Olearia",43,12,43,1452,158375,0,145215838,"",NA
"6111","Mt Cope 2","2020s","27/1/2019",2019,20,"Olearia frostii","Olearia",8,13,19,50,264,0,50264,"",NA
"6112","Mt Cope 2","2020s","27/1/2019",2019,20,"Olearia frostii","Olearia",37,28,36,1075,178375,0,107517838,"",NA
"6113","Mt Cope 2","2020s","27/1/2019",2019,21,"Olearia frostii","Olearia",12,6,10,113,94,0,113094,"",NA
"6114","Mt Cope 2","2020s","27/1/2019",2019,21,"Olearia frostii","Olearia",32,8,8,804,224,0,804224,"",NA
"6115","Mt Cope 2","2020s","27/1/2019",2019,21,"Olearia frostii","Olearia",46,10,26,1661,8535,0,16618535,"",NA
"6116","Mt Cope 2","2020s","27/1/2019",2019,22,"Olearia frostii","Olearia",4,5,13,12,566,0,12566,"",NA
"6117","Mt Cope 2","2020s","27/1/2019",2019,22,"Olearia frostii","Olearia",10,11,12,78,5375,0,785375,"",NA
"6118","Mt Cope 2","2020s","27/1/2019",2019,22,"Olearia frostii","Olearia",32,9,20,804,224,0,804224,"",NA
"6119","Mt Cope 2","2020s","27/1/2019",2019,22,"Olearia frostii","Olearia",35,13,20,962,84375,0,96208438,"",NA
"6120","Mt Cope 2","2020s","27/1/2019",2019,22,"Olearia frostii","Olearia",40,6,20,1256,6,0,12566,"",NA
"6121","Mt Cope 2","2020s","27/1/2019",2019,23,"Olearia frostii","Olearia",4,4,14,12,566,0,12566,"",NA
"6122","Mt Cope 2","2020s","27/1/2019",2019,23,"Olearia frostii","Olearia",5,5,17,19,634375,0,1963438,"",NA
"6123","Mt Cope 2","2020s","27/1/2019",2019,24,"Olearia frostii","Olearia",20,14,24,314,15,0,31415,"",NA
"6124","Mt Cope 2","2020s","27/1/2019",2019,24,"Olearia frostii","Olearia",22,16,26,380,1215,0,3801215,"",NA
"6125","Mt Cope 2","2020s","27/1/2019",2019,25,"Olearia frostii","Olearia",11,8,22,95,30375,0,9503038,"",NA
"6126","Mt Cope 2","2020s","27/1/2019",2019,26,"Olearia frostii","Olearia",2,2,12,3,1415,0,31415,"",NA
"6127","Mt Cope 2","2020s","27/1/2019",2019,26,"Olearia frostii","Olearia",14,6,15,153,9335,0,1539335,"",NA
"6128","Mt Cope 2","2020s","27/1/2019",2019,26,"Olearia frostii","Olearia",21,23,22,346,350375,0,34635038,"",NA
"6129","Mt Cope 2","2020s","27/1/2019",2019,26,"Olearia frostii","Olearia",30,19,21,706,8375,0,7068375,"",NA
"6130","Mt Cope 2","2020s","27/1/2019",2019,27,"Olearia frostii","Olearia",6,3,20,28,2735,0,282735,"",NA
"6131","Mt Cope 2","2020s","27/1/2019",2019,27,"Olearia frostii","Olearia",7,13,15,38,483375,0,3848338,"",NA
"6132","Mt Cope 2","2020s","27/1/2019",2019,27,"Olearia frostii","Olearia",29,16,33,660,500375,0,66050038,"",NA
"6133","Mt Cope 2","2020s","27/1/2019",2019,27,"Olearia frostii","Olearia",29,18,22,660,500375,0,66050038,"",NA
"6134","Mt Cope 2","2020s","27/1/2019",2019,28,"Olearia frostii","Olearia",2,2,11,3,1415,0,31415,"",NA
"6135","Mt Cope 2","2020s","27/1/2019",2019,28,"Olearia frostii","Olearia",9,3,14,63,615375,0,6361538,"",NA
"6136","Mt Cope 2","2020s","27/1/2019",2019,28,"Olearia frostii","Olearia",20,10,13,314,15,0,31415,"",NA
"6137","Mt Cope 2","2020s","27/1/2019",2019,28,"Olearia frostii","Olearia",22,20,37,380,1215,0,3801215,"",NA
"6138","Mt Cope 2","2020s","27/1/2019",2019,28,"Olearia frostii","Olearia",25,31,24,490,859375,0,49085938,"",NA
"6139","Mt Cope 2","2020s","27/1/2019",2019,28,"Olearia frostii","Olearia",38,30,26,1134,815,0,11340815,"",NA
"6140","Mt Cope 2","2020s","27/1/2019",2019,28,"Olearia frostii","Olearia",53,40,38,2206,118375,0,220611838,"",NA
"6141","Mt Cope 2","2020s","27/1/2019",2019,28,"Olearia frostii","Olearia",59,46,26,2733,890375,0,273389038,"",NA
"6142","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",14,11,15,153,9335,0,1539335,"",NA
"6143","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",14,7,34,153,9335,0,1539335,"",NA
"6144","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",16,18,19,201,56,0,201056,"",NA
"6145","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",18,8,21,254,4615,0,2544615,"",NA
"6146","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",20,21,25,314,15,0,31415,"",NA
"6147","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",20,23,29,314,15,0,31415,"",NA
"6148","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",20,13,28,314,15,0,31415,"",NA
"6149","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",22,11,19,380,1215,0,3801215,"",NA
"6150","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",22,16,21,380,1215,0,3801215,"",NA
"6151","Mt Cope 2","2020s","27/1/2019",2019,29,"Olearia frostii","Olearia",25,8,36,490,859375,0,49085938,"",NA
"6152","Mt Cope 2","2020s","27/1/2019",2019,30,"Olearia frostii","Olearia",20,24,23,314,15,0,31415,"",NA
"6153","Mt Cope 2","2020s","27/1/2019",2019,30,"Olearia frostii","Olearia",24,7,35,452,376,0,452376,"",NA
"6154","Mt Cope 2","2020s","27/1/2019",2019,30,"Olearia frostii","Olearia",30,21,18,706,8375,0,7068375,"",NA
"6155","Mt Cope 2","2020s","27/1/2019",2019,30,"Olearia frostii","Olearia",30,30,15,706,8375,0,7068375,"",NA
"6156","Mt Cope 2","2020s","27/1/2019",2019,30,"Olearia frostii","Olearia",31,14,58,754,745375,0,75474538,"",NA
"6157","Mt Cope 2","2020s","27/1/2019",2019,30,"Olearia frostii","Olearia",37,26,17,1075,178375,0,107517838,"",NA
"6158","Mt Cope 2","2020s","27/1/2019",2019,30,"Olearia frostii","Olearia",96,50,57,7238,16,0,7238016,"",NA
"6159","Mt Cope 2","2020s","27/1/2019",2019,31,"Olearia frostii","Olearia",24,14,20,452,376,0,452376,"",NA
"6160","Mt Cope 2","2020s","27/1/2019",2019,32,"Olearia frostii","Olearia",55,28,25,2375,759375,0,237575938,"",NA
"6161","Mt Cope 2","2020s","27/1/2019",2019,33,"Olearia frostii","Olearia",20,15,30,314,15,0,31415,"",NA
"6162","Mt Cope 2","2020s","27/1/2019",2019,33,"Olearia frostii","Olearia",25,12,23,490,859375,0,49085938,"",NA
"6163","Mt Cope 2","2020s","27/1/2019",2019,33,"Olearia frostii","Olearia",32,10,46,804,224,0,804224,"",NA
"6164","Mt Cope 2","2020s","27/1/2019",2019,34,"Olearia frostii","Olearia",6,8,18,28,2735,0,282735,"",NA
"6165","Mt Cope 2","2020s","27/1/2019",2019,34,"Olearia frostii","Olearia",20,19,30,314,15,0,31415,"",NA
"6166","Mt Cope 2","2020s","27/1/2019",2019,34,"Olearia frostii","Olearia",23,7,29,415,463375,0,41546338,"",NA
"6167","Mt Cope 2","2020s","27/1/2019",2019,34,"Olearia frostii","Olearia",23,15,28,415,463375,0,41546338,"",NA
"6168","Mt Cope 2","2020s","27/1/2019",2019,35,"Olearia frostii","Olearia",20,15,30,314,15,0,31415,"",NA
"6169","Mt Cope 2","2020s","27/1/2019",2019,35,"Olearia frostii","Olearia",29,10,37,660,500375,0,66050038,"",NA
"6170","Mt Cope 2","2020s","27/1/2019",2019,37,"Olearia frostii","Olearia",13,5,14,132,728375,0,13272838,"",NA
"6171","Mt Cope 2","2020s","27/1/2019",2019,37,"Olearia frostii","Olearia",16,10,20,201,56,0,201056,"",NA
"6172","Mt Cope 2","2020s","27/1/2019",2019,37,"Olearia frostii","Olearia",21,9,27,346,350375,0,34635038,"",NA
"6173","Mt Cope 2","2020s","27/1/2019",2019,37,"Olearia frostii","Olearia",30,28,45,706,8375,0,7068375,"",NA
"6174","Mt Cope 2","2020s","27/1/2019",2019,38,"Olearia frostii","Olearia",16,1,39,201,56,0,201056,"",NA
"6175","Mt Cope 2","2020s","27/1/2019",2019,38,"Olearia frostii","Olearia",24,19,27,452,376,0,452376,"",NA
"6176","Mt Cope 2","2020s","27/1/2019",2019,38,"Olearia frostii","Olearia",27,10,16,572,538375,0,57253838,"",NA
"6177","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",4,4,10,12,566,0,12566,"",NA
"6178","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",4,4,10,12,566,0,12566,"",NA
"6179","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",5,6,30,19,634375,0,1963438,"",NA
"6180","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",7,2,42,38,483375,0,3848338,"",NA
"6181","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",9,4,13,63,615375,0,6361538,"",NA
"6182","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",10,8,36,78,5375,0,785375,"",NA
"6183","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",14,10,17,153,9335,0,1539335,"",NA
"6184","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",15,12,25,176,709375,0,17670938,"",NA
"6185","Mt Cope 2","2020s","27/1/2019",2019,39,"Olearia frostii","Olearia",17,8,14,226,973375,0,22697338,"",NA
"6186","Mt Cope 2","2020s","27/1/2019",2019,40,"Olearia frostii","Olearia",9,6,17,63,615375,0,6361538,"",NA
"6187","Mt Cope 2","2020s","27/1/2019",2019,40,"Olearia frostii","Olearia",12,9,22,113,94,0,113094,"",NA
"6188","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",2,2,9,3,1415,0,31415,"",NA
"6189","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",2,2,8,3,1415,0,31415,"",NA
"6190","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",2,2,9,3,1415,0,31415,"",NA
"6191","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",2,2,2,3,1415,0,31415,"",NA
"6192","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",3,3,12,7,68375,0,706838,"",NA
"6193","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",3,3,18,7,68375,0,706838,"",NA
"6194","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",3,2,6,7,68375,0,706838,"",NA
"6195","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",4,4,13,12,566,0,12566,"",NA
"6196","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",5,2,6,19,634375,0,1963438,"",NA
"6197","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",5,5,4,19,634375,0,1963438,"",NA
"6198","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",5,5,9,19,634375,0,1963438,"",NA
"6199","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",5,7,15,19,634375,0,1963438,"",NA
"6200","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",5,9,23,19,634375,0,1963438,"",NA
"6201","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",6,6,11,28,2735,0,282735,"",NA
"6202","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",6,10,11,28,2735,0,282735,"",NA
"6203","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",7,5,19,38,483375,0,3848338,"",NA
"6204","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",7,4,9,38,483375,0,3848338,"",NA
"6205","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",7,6,12,38,483375,0,3848338,"",NA
"6206","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",8,9,23,50,264,0,50264,"",NA
"6207","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",9,4,9,63,615375,0,6361538,"",NA
"6208","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",9,5,13,63,615375,0,6361538,"",NA
"6209","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",10,6,17,78,5375,0,785375,"",NA
"6210","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",12,9,19,113,94,0,113094,"",NA
"6211","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",15,12,25,176,709375,0,17670938,"",NA
"6212","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",27,7,15,572,538375,0,57253838,"",NA
"6213","Middle Creek 2","2020s","2/3/2019",2019,1,"Olearia frostii","Olearia",33,13,27,855,273375,0,85527338,"",NA
"6214","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",2,2,5,3,1415,0,31415,"",NA
"6215","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",3,3,10,7,68375,0,706838,"",NA
"6216","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",3,3,8,7,68375,0,706838,"",NA
"6217","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",3,8,10,7,68375,0,706838,"",NA
"6218","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",4,3,5,12,566,0,12566,"",NA
"6219","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",4,5,10,12,566,0,12566,"",NA
"6220","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",4,4,18,12,566,0,12566,"",NA
"6221","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",4,4,18,12,566,0,12566,"",NA
"6222","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",6,5,16,28,2735,0,282735,"",NA
"6223","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",6,6,15,28,2735,0,282735,"",NA
"6224","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",9,6,32,63,615375,0,6361538,"",NA
"6225","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",9,8,14,63,615375,0,6361538,"",NA
"6226","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",9,3,15,63,615375,0,6361538,"",NA
"6227","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",9,6,16,63,615375,0,6361538,"",NA
"6228","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",10,6,9,78,5375,0,785375,"",NA
"6229","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",12,8,16,113,94,0,113094,"",NA
"6230","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",14,4,21,153,9335,0,1539335,"",NA
"6231","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",14,13,27,153,9335,0,1539335,"",NA
"6232","Middle Creek 2","2020s","2/3/2019",2019,2,"Olearia frostii","Olearia",14,10,10,153,9335,0,1539335,"",NA
"6233","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",2,2,6,3,1415,0,31415,"",NA
"6234","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",3,5,11,7,68375,0,706838,"",NA
"6235","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",4,2,4,12,566,0,12566,"",NA
"6236","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",4,4,7,12,566,0,12566,"",NA
"6237","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",5,4,8,19,634375,0,1963438,"",NA
"6238","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",5,8,11,19,634375,0,1963438,"",NA
"6239","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",5,5,17,19,634375,0,1963438,"",NA
"6240","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",6,5,13,28,2735,0,282735,"",NA
"6241","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",6,7,35,28,2735,0,282735,"",NA
"6242","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",11,6,14,95,30375,0,9503038,"",NA
"6243","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",14,18,47,153,9335,0,1539335,"",NA
"6244","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",15,17,26,176,709375,0,17670938,"",NA
"6245","Middle Creek 2","2020s","2/3/2019",2019,3,"Olearia frostii","Olearia",16,10,21,201,56,0,201056,"",NA
"6246","Middle Creek 2","2020s","2/3/2019",2019,4,"Olearia frostii","Olearia",5,5,16,19,634375,0,1963438,"",NA
"6247","Middle Creek 2","2020s","2/3/2019",2019,4,"Olearia frostii","Olearia",15,8,22,176,709375,0,17670938,"",NA
"6248","Middle Creek 2","2020s","2/3/2019",2019,4,"Olearia frostii","Olearia",23,31,31,415,463375,0,41546338,"",NA
"6249","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",2,2,8,3,1415,0,31415,"",NA
"6250","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",2,2,5,3,1415,0,31415,"",NA
"6251","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",2,2,4,3,1415,0,31415,"",NA
"6252","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",2,5,8,3,1415,0,31415,"",NA
"6253","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",2,2,3,3,1415,0,31415,"",NA
"6254","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",3,4,16,7,68375,0,706838,"",NA
"6255","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",4,3,6,12,566,0,12566,"",NA
"6256","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",4,2,8,12,566,0,12566,"",NA
"6257","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",4,3,11,12,566,0,12566,"",NA
"6258","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",5,6,17,19,634375,0,1963438,"",NA
"6259","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",6,5,15,28,2735,0,282735,"",NA
"6260","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",6,4,17,28,2735,0,282735,"",NA
"6261","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",6,2,21,28,2735,0,282735,"",NA
"6262","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",7,2,7,38,483375,0,3848338,"",NA
"6263","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",8,3,26,50,264,0,50264,"",NA
"6264","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",8,10,20,50,264,0,50264,"",NA
"6265","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",9,7,34,63,615375,0,6361538,"",NA
"6266","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",10,5,14,78,5375,0,785375,"",NA
"6267","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",10,3,14,78,5375,0,785375,"",NA
"6268","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",11,11,16,95,30375,0,9503038,"",NA
"6269","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",11,4,24,95,30375,0,9503038,"",NA
"6270","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",11,5,15,95,30375,0,9503038,"",NA
"6271","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",11,8,12,95,30375,0,9503038,"",NA
"6272","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",12,12,26,113,94,0,113094,"",NA
"6273","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",13,19,14,132,728375,0,13272838,"",NA
"6274","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",14,5,28,153,9335,0,1539335,"",NA
"6275","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",15,8,25,176,709375,0,17670938,"",NA
"6276","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",16,9,33,201,56,0,201056,"",NA
"6277","Middle Creek 2","2020s","2/3/2019",2019,9,"Olearia frostii","Olearia",17,13,20,226,973375,0,22697338,"",NA
"6278","Middle Creek 2","2020s","2/3/2019",2019,10,"Olearia frostii","Olearia",2,2,19,3,1415,0,31415,"",NA
"6279","Middle Creek 2","2020s","2/3/2019",2019,10,"Olearia frostii","Olearia",2,2,15,3,1415,0,31415,"",NA
"6280","Middle Creek 2","2020s","2/3/2019",2019,10,"Olearia frostii","Olearia",3,2,7,7,68375,0,706838,"",NA
"6281","Middle Creek 2","2020s","2/3/2019",2019,10,"Olearia frostii","Olearia",3,3,15,7,68375,0,706838,"",NA
"6282","Middle Creek 2","2020s","2/3/2019",2019,10,"Olearia frostii","Olearia",4,3,15,12,566,0,12566,"",NA
